Id,algebra,programming,data science,robotics,economics,finance,job,salary
8360,64,56,52,55,91,72,economist,390000
8361,61,75,75,78,50,98,economist,380000
8362,98,71,82,84,54,52,data scientist,930000
8363,67,77,60,89,73,55,finance director,1040000
8364,90,99,68,90,56,95,logistics manager,550000
8365,57,97,75,91,63,51,junior developer,160000
8366,54,78,58,50,52,58,junior developer,160000
8367,96,98,92,61,65,58,developer,440000
8368,56,85,60,91,79,70,data scientist,840000
8369,67,86,83,76,67,55,logistics manager,570000
8370,56,95,94,65,50,86,economist,370000
8371,92,66,91,85,58,82,junior developer,150000
8372,61,62,78,53,98,61,developer,240000
8373,93,72,70,66,76,50,senior developer,540000
8374,71,69,51,72,53,50,developer,320000
8375,74,60,61,52,97,96,developer,250000
8376,91,50,63,56,78,57,data scientist,580000
8377,90,55,50,95,95,74,finance director,960000
8378,83,82,92,71,54,59,junior developer,190000
8379,96,81,60,75,70,50,economist,380000
8380,77,84,63,89,61,87,data scientist,780000
8381,99,86,84,50,91,56,robotics engineer,830000
8382,51,53,65,61,97,87,logistics manager,530000
8383,80,93,70,82,86,79,economist,440000
8384,90,91,98,56,73,75,junior developer,200000
8385,77,73,75,79,62,73,senior developer,590000
8386,83,52,57,61,77,61,robotics engineer,770000
8387,53,95,90,53,85,57,logistics manager,610000
8388,77,61,93,96,83,58,data scientist,800000
8389,99,83,83,98,85,74,finance director,1320000
8390,69,95,74,95,86,95,economist,460000
8391,90,65,52,88,68,76,data scientist,780000
8392,98,74,60,76,75,99,economist,510000
8393,66,98,67,57,81,82,economist,440000
8394,61,91,83,89,96,76,logistics manager,620000
8395,89,80,77,92,68,78,robotics engineer,1070000
8396,67,78,58,98,50,59,data scientist,830000
8397,76,56,61,56,96,83,finance director,1040000
8398,98,89,62,67,73,59,senior developer,630000
8399,82,70,91,82,62,80,economist,380000
8400,62,61,82,62,93,82,logistics manager,510000
8401,99,80,52,68,97,60,finance director,1270000
8402,62,63,66,75,64,70,developer,300000
8403,80,69,92,55,85,83,senior developer,550000
8404,98,78,80,50,51,76,data scientist,740000
8405,69,54,74,59,94,97,economist,370000
8406,86,62,86,66,63,84,developer,270000
8407,67,67,81,71,98,83,junior developer,120000
8408,57,83,76,88,50,75,economist,310000
8409,72,71,75,69,59,50,finance director,910000
8410,66,63,93,87,76,64,economist,400000
8411,95,64,91,51,70,72,logistics manager,580000
8412,95,61,53,60,60,89,finance director,1270000
8413,61,53,50,74,78,68,finance director,960000
8414,53,65,81,94,54,78,junior developer,130000
8415,70,62,67,69,79,97,junior developer,130000
8416,59,56,64,69,98,50,economist,310000
8417,71,89,93,63,51,72,junior developer,190000
8418,85,99,80,93,63,84,robotics engineer,1290000
8419,77,89,99,89,84,65,logistics manager,610000
8420,93,92,68,90,97,77,robotics engineer,1260000
8421,58,93,80,82,78,85,economist,370000
8422,55,76,51,50,76,84,logistics manager,420000
8423,57,61,71,80,95,90,developer,220000
8424,63,80,60,54,96,83,developer,350000
8425,87,55,96,54,50,98,economist,380000
8426,61,73,97,69,72,95,data scientist,810000
8427,86,72,83,54,99,88,junior developer,180000
8428,80,51,61,69,93,66,logistics manager,490000
8429,72,71,89,97,73,69,senior developer,520000
8430,52,96,95,73,56,69,robotics engineer,1170000
8431,86,81,93,61,68,55,developer,330000
8432,66,76,71,62,65,78,junior developer,170000
8433,54,76,68,99,91,98,data scientist,770000
8434,95,56,71,52,77,64,economist,380000
8435,77,62,69,71,57,50,senior developer,530000
8436,82,59,78,83,82,98,developer,300000
8437,62,87,84,52,73,80,economist,360000
8438,52,68,58,70,88,94,data scientist,670000
8439,91,51,58,68,70,55,robotics engineer,690000
8440,66,69,63,54,71,91,logistics manager,540000
8441,65,64,98,67,79,72,robotics engineer,900000
8442,60,95,72,99,92,75,data scientist,860000
8443,92,92,58,98,98,76,developer,360000
8444,71,53,50,94,77,96,developer,260000
8445,98,53,59,89,50,63,logistics manager,550000
8446,89,63,92,81,55,74,robotics engineer,1030000
8447,76,78,80,75,94,94,senior developer,630000
8448,74,65,64,63,89,58,economist,320000
8449,80,82,78,50,83,75,robotics engineer,910000
8450,84,59,56,99,73,73,junior developer,140000
8451,88,87,72,76,59,79,economist,410000
8452,74,91,82,76,92,97,logistics manager,590000
8453,60,63,71,94,71,50,junior developer,140000
8454,98,55,53,60,63,81,economist,380000
8455,72,85,64,72,85,50,junior developer,180000
8456,65,98,50,69,53,75,robotics engineer,890000
8457,79,84,93,95,89,77,logistics manager,730000
8458,68,63,68,63,80,73,robotics engineer,880000
8459,83,51,66,90,65,70,logistics manager,560000
8460,76,65,92,76,99,70,senior developer,600000
8461,91,79,71,97,74,50,economist,410000
8462,50,98,80,91,86,71,data scientist,790000
8463,57,79,69,70,53,60,senior developer,560000
8464,98,58,79,62,91,50,logistics manager,510000
8465,60,51,57,60,88,61,robotics engineer,670000
8466,57,60,55,62,73,99,developer,240000
8467,71,73,85,83,69,81,robotics engineer,1100000
8468,97,66,56,57,95,84,senior developer,490000
8469,54,72,71,97,63,96,finance director,1050000
8470,70,82,52,87,68,61,data scientist,740000
8471,76,55,57,80,78,90,economist,350000
8472,72,95,89,59,92,99,economist,490000
8473,73,94,51,87,51,76,developer,350000
8474,61,89,86,50,80,85,senior developer,500000
8475,98,99,95,93,98,61,developer,450000
8476,74,70,79,53,94,82,finance director,1060000
8477,94,88,97,70,67,86,robotics engineer,1110000
8478,73,99,72,62,67,85,senior developer,620000
8479,93,92,53,56,80,51,data scientist,760000
8480,83,64,80,73,70,74,robotics engineer,780000
8481,83,65,99,91,91,64,logistics manager,590000
8482,74,72,56,78,56,90,senior developer,520000
8483,60,98,57,74,96,62,finance director,1130000
8484,88,88,77,88,61,57,finance director,1210000
8485,50,56,99,87,81,80,finance director,1230000
8486,95,92,74,88,75,80,logistics manager,600000
8487,54,73,59,82,90,73,junior developer,120000
8488,77,61,97,76,95,99,senior developer,510000
8489,81,86,63,93,55,85,junior developer,190000
8490,80,64,72,96,90,84,data scientist,730000
8491,55,73,73,68,81,93,data scientist,640000
8492,94,98,70,79,72,70,data scientist,1040000
8493,51,65,91,97,71,71,senior developer,540000
8494,77,62,57,91,55,55,logistics manager,450000
8495,52,52,64,65,61,56,junior developer,110000
8496,75,64,63,56,63,64,economist,320000
8497,68,90,72,90,82,72,developer,390000
8498,50,91,98,76,61,81,senior developer,680000
8499,66,83,90,83,56,57,junior developer,160000
8500,98,63,61,80,79,94,developer,320000
8501,50,55,92,57,82,97,robotics engineer,750000
8502,95,68,99,70,95,65,economist,430000
8503,75,52,80,95,79,57,robotics engineer,990000
8504,84,71,57,71,74,91,developer,330000
8505,64,77,73,55,84,88,economist,400000
8506,80,64,59,83,79,54,logistics manager,540000
8507,51,53,96,86,78,73,junior developer,100000
8508,86,52,92,71,52,70,senior developer,500000
8509,81,80,78,62,59,96,finance director,1320000
8510,95,52,68,70,89,88,finance director,1070000
8511,83,65,73,87,92,56,finance director,1240000
8512,83,52,63,86,52,73,robotics engineer,820000
8513,80,94,98,60,83,95,logistics manager,620000
8514,80,89,64,56,94,63,finance director,1230000
8515,52,92,51,61,61,67,robotics engineer,890000
8516,62,94,62,75,66,65,data scientist,730000
8517,61,76,73,54,61,74,developer,280000
8518,88,91,87,52,52,93,finance director,1320000
8519,90,87,95,94,82,97,developer,370000
8520,65,68,66,56,52,81,developer,280000
8521,95,81,80,82,73,75,logistics manager,530000
8522,72,59,56,97,99,53,robotics engineer,980000
8523,78,63,65,97,98,77,senior developer,520000
8524,77,50,69,84,94,50,senior developer,500000
8525,56,83,83,69,66,62,robotics engineer,820000
8526,61,82,81,70,89,52,finance director,1210000
8527,51,63,69,67,75,77,logistics manager,450000
8528,85,68,59,51,96,91,developer,270000
8529,80,92,92,69,93,96,data scientist,1070000
8530,76,63,50,62,62,50,robotics engineer,680000
8531,72,75,90,96,57,69,finance director,1330000
8532,83,59,73,67,62,55,logistics manager,490000
8533,80,59,59,89,88,98,junior developer,130000
8534,97,78,86,50,85,74,robotics engineer,820000
8535,96,68,94,55,97,84,economist,510000
8536,87,63,68,78,62,92,senior developer,530000
8537,61,97,98,53,89,63,data scientist,1020000
8538,62,78,82,55,63,63,data scientist,850000
8539,64,87,96,88,52,90,junior developer,140000
8540,78,70,56,71,62,61,data scientist,770000
8541,57,97,88,95,64,85,robotics engineer,1080000
8542,76,50,95,82,96,55,senior developer,520000
8543,92,56,50,93,81,70,developer,250000
8544,96,82,57,65,63,76,finance director,1090000
8545,95,85,90,64,98,65,data scientist,990000
8546,54,78,80,53,50,98,logistics manager,510000
8547,88,68,65,56,56,58,senior developer,480000
8548,53,56,89,74,97,93,finance director,1170000
8549,63,51,63,76,63,76,junior developer,130000
8550,56,75,94,65,96,71,senior developer,520000
8551,77,90,86,96,70,56,economist,370000
8552,56,59,56,62,85,74,data scientist,570000
8553,66,71,96,71,85,81,senior developer,570000
8554,85,81,96,84,93,94,logistics manager,580000
8555,73,71,83,52,59,70,logistics manager,520000
8556,87,92,85,56,50,97,junior developer,160000
8557,93,63,56,66,89,67,economist,460000
8558,72,97,54,66,69,74,developer,380000
8559,60,77,75,55,55,57,data scientist,780000
8560,67,78,56,82,75,60,developer,280000
8561,94,54,83,56,75,95,robotics engineer,690000
8562,53,83,58,80,78,67,developer,330000
8563,99,83,53,75,57,91,senior developer,630000
8564,83,63,89,91,68,88,junior developer,130000
8565,61,71,96,81,84,77,junior developer,130000
8566,73,76,91,88,71,92,senior developer,600000
8567,52,62,81,58,81,76,senior developer,510000
8568,94,66,52,96,68,90,logistics manager,620000
8569,56,71,76,72,66,69,robotics engineer,820000
8570,55,78,96,61,69,56,logistics manager,540000
8571,99,75,74,93,82,89,data scientist,780000
8572,68,79,59,74,62,73,finance director,1100000
8573,81,53,80,84,65,76,developer,250000
8574,97,54,90,85,87,63,data scientist,650000
8575,73,59,58,78,77,52,developer,290000
8576,90,76,62,55,93,55,economist,360000
8577,70,53,55,67,79,84,junior developer,110000
8578,55,54,50,72,77,83,logistics manager,450000
8579,98,64,89,50,70,66,robotics engineer,890000
8580,69,65,88,67,53,94,senior developer,580000
8581,61,92,78,66,89,79,robotics engineer,930000
8582,86,69,88,77,61,90,junior developer,160000
8583,56,86,92,81,72,89,finance director,1300000
8584,63,90,74,99,58,67,economist,340000
8585,79,95,96,50,84,56,developer,340000
8586,83,54,76,57,72,80,data scientist,620000
8587,95,99,63,71,76,54,economist,420000
8588,69,52,64,64,62,94,economist,340000
8589,82,57,82,94,61,50,senior developer,500000
8590,98,63,81,61,81,56,developer,340000
8591,56,64,61,89,61,99,junior developer,140000
8592,59,99,86,82,60,70,developer,360000
8593,99,97,54,70,83,76,finance director,1200000
8594,78,50,69,99,88,62,economist,370000
8595,51,82,83,93,58,59,economist,360000
8596,80,92,71,52,62,71,robotics engineer,900000
8597,57,52,89,97,80,82,junior developer,100000
8598,99,82,86,63,87,67,senior developer,630000
8599,73,86,82,79,65,66,data scientist,830000
8600,85,81,87,88,77,56,finance director,1290000
8601,98,54,69,81,97,51,robotics engineer,770000
8602,87,84,93,90,71,64,data scientist,950000
8603,52,59,90,84,57,76,finance director,1220000
8604,92,82,95,91,60,66,developer,350000
8605,86,65,93,92,85,76,developer,330000
8606,88,90,85,98,70,93,data scientist,1040000
8607,69,94,65,68,67,67,robotics engineer,860000
8608,76,65,50,73,52,63,finance director,870000
8609,74,55,53,95,59,79,robotics engineer,960000
8610,80,85,65,58,81,54,data scientist,780000
8611,99,58,74,52,61,70,senior developer,440000
8612,51,74,82,91,67,61,economist,310000
8613,65,97,90,71,68,74,finance director,1160000
8614,71,90,86,92,68,91,economist,450000
8615,50,76,97,89,57,85,robotics engineer,1090000
8616,75,91,84,73,91,63,robotics engineer,890000
8617,87,78,57,68,67,76,developer,350000
8618,88,90,66,64,71,63,finance director,1000000
8619,53,75,99,73,56,51,finance director,970000
8620,57,78,99,85,58,98,junior developer,150000
8621,60,51,82,77,77,83,logistics manager,530000
8622,76,61,52,70,71,73,junior developer,140000
8623,86,59,59,93,54,65,economist,380000
8624,76,60,93,89,70,81,finance director,1260000
8625,51,88,50,75,70,51,finance director,830000
8626,85,84,62,99,85,65,data scientist,750000
8627,88,67,72,67,84,57,developer,280000
8628,70,67,92,81,85,72,data scientist,730000
8629,71,93,72,88,87,70,economist,360000
8630,98,82,67,86,87,84,finance director,1450000
8631,62,54,64,86,53,86,senior developer,420000
8632,61,87,70,71,95,63,economist,410000
8633,82,70,89,90,93,80,finance director,1420000
8634,76,88,74,76,94,90,developer,310000
8635,67,70,81,98,52,71,data scientist,660000
8636,97,82,60,98,96,65,logistics manager,600000
8637,51,76,98,88,54,87,junior developer,120000
8638,81,62,72,72,55,89,economist,390000
8639,90,90,51,85,70,83,junior developer,170000
8640,61,82,85,89,92,66,logistics manager,560000
8641,71,77,78,51,89,75,robotics engineer,830000
8642,92,70,98,80,90,93,economist,460000
8643,92,84,76,52,81,90,data scientist,870000
8644,62,99,73,70,86,69,logistics manager,580000
8645,56,65,79,52,76,86,junior developer,140000
8646,75,60,68,51,95,82,developer,290000
8647,86,56,65,65,85,96,finance director,1170000
8648,78,68,57,97,71,95,junior developer,160000
8649,91,55,55,62,70,59,developer,290000
8650,63,76,90,66,89,97,senior developer,490000
8651,64,55,83,57,50,86,finance director,1200000
8652,58,87,86,63,66,85,senior developer,630000
8653,85,52,57,74,64,89,logistics manager,540000
8654,67,62,73,89,96,54,data scientist,630000
8655,64,99,55,84,74,84,economist,350000
8656,80,85,88,56,52,98,finance director,1440000
8657,56,57,53,89,81,50,robotics engineer,980000
8658,75,65,98,97,96,51,economist,440000
8659,84,71,54,78,78,68,junior developer,160000
8660,54,74,84,73,59,58,finance director,1080000
8661,77,81,87,70,88,83,senior developer,510000
8662,60,97,56,60,73,87,economist,420000
8663,81,86,66,58,70,90,logistics manager,590000
8664,74,61,52,90,80,76,developer,240000
8665,59,95,91,60,64,53,junior developer,150000
8666,87,79,63,68,74,92,data scientist,770000
8667,84,81,87,98,99,53,data scientist,980000
8668,82,85,79,77,73,61,developer,330000
8669,50,64,59,62,73,94,finance director,1230000
8670,90,84,96,62,94,81,senior developer,620000
8671,87,93,76,84,68,89,finance director,1320000
8672,93,69,99,71,70,95,logistics manager,590000
8673,56,83,99,94,72,75,economist,370000
8674,88,56,85,64,70,78,finance director,1290000
8675,63,70,87,75,59,81,economist,360000
8676,64,75,99,50,84,57,senior developer,560000
8677,92,83,79,85,64,66,logistics manager,580000
8678,53,50,67,95,68,75,economist,330000
8679,67,57,76,62,79,64,economist,340000
8680,75,53,61,80,67,61,logistics manager,480000
8681,73,77,80,53,79,78,finance director,1110000
8682,64,94,61,94,89,98,developer,370000
8683,72,63,98,85,69,54,economist,400000
8684,58,54,94,67,84,84,finance director,1300000
8685,54,85,69,70,87,64,junior developer,150000
8686,60,82,85,90,52,51,developer,290000
8687,84,54,90,53,68,55,finance director,980000
8688,98,89,82,80,70,61,senior developer,630000
8689,53,65,59,95,77,55,economist,330000
8690,55,86,96,87,72,65,logistics manager,650000
8691,95,78,71,79,84,56,finance director,1190000
8692,54,58,75,62,96,56,data scientist,610000
8693,72,89,97,51,65,63,data scientist,1000000
8694,96,65,75,63,98,81,finance director,1330000
8695,70,72,60,58,54,85,robotics engineer,790000
8696,93,52,50,50,76,97,economist,480000
8697,98,52,85,51,95,82,developer,310000
8698,70,93,67,59,79,85,junior developer,190000
8699,93,59,52,65,84,55,robotics engineer,810000
8700,70,97,81,67,88,52,senior developer,640000
8701,96,93,85,97,81,61,finance director,1220000
8702,79,81,85,74,91,67,developer,330000
8703,93,62,82,80,87,88,economist,420000
8704,67,63,74,95,95,75,robotics engineer,920000
8705,88,85,90,57,87,51,robotics engineer,930000
8706,93,57,51,95,70,96,junior developer,170000
8707,71,94,55,52,98,80,robotics engineer,850000
8708,80,96,87,88,67,62,data scientist,890000
8709,50,71,93,95,76,84,finance director,1110000
8710,73,63,92,53,50,95,logistics manager,540000
8711,71,52,59,54,97,64,robotics engineer,630000
8712,71,60,69,95,65,94,data scientist,610000
8713,92,95,60,98,59,95,robotics engineer,1250000
8714,69,64,71,98,60,88,developer,280000
8715,89,76,96,82,82,75,senior developer,570000
8716,81,50,73,67,84,97,junior developer,140000
8717,92,88,57,50,75,88,senior developer,570000
8718,72,69,64,52,77,59,logistics manager,550000
8719,93,68,92,72,87,86,economist,410000
8720,89,79,79,52,60,72,economist,370000
8721,86,75,99,57,67,64,senior developer,570000
8722,82,94,91,57,87,55,logistics manager,600000
8723,90,86,99,87,74,72,developer,340000
8724,98,67,52,78,73,84,finance director,1140000
8725,82,73,55,56,60,63,junior developer,160000
8726,78,54,68,81,72,59,junior developer,130000
8727,64,97,84,65,53,69,developer,330000
8728,63,97,83,72,98,64,developer,390000
8729,56,77,73,67,76,91,logistics manager,490000
8730,58,76,57,50,81,69,economist,320000
8731,55,80,91,53,51,75,finance director,1270000
8732,54,52,60,59,88,72,junior developer,100000
8733,71,61,94,92,52,60,junior developer,140000
8734,67,85,62,67,55,52,data scientist,910000
8735,59,81,61,86,65,89,data scientist,850000
8736,67,57,87,88,91,73,robotics engineer,840000
8737,82,58,94,71,88,61,logistics manager,530000
8738,96,90,87,55,68,86,data scientist,870000
8739,87,60,54,89,70,91,logistics manager,570000
8740,59,57,73,58,77,85,finance director,990000
8741,69,64,77,89,83,85,economist,420000
8742,71,87,93,65,75,57,junior developer,180000
8743,53,70,57,96,77,55,robotics engineer,960000
8744,81,50,75,77,99,75,finance director,1280000
8745,89,94,94,69,60,95,robotics engineer,1070000
8746,52,72,73,63,73,79,robotics engineer,830000
8747,64,59,67,87,87,56,developer,280000
8748,86,51,91,83,76,57,finance director,1260000
8749,79,80,80,74,92,61,economist,460000
8750,74,65,76,94,51,65,data scientist,690000
8751,85,64,66,89,89,58,robotics engineer,1050000
8752,52,84,95,87,64,87,economist,370000
8753,99,98,51,94,80,89,developer,390000
8754,85,58,66,53,88,56,data scientist,600000
8755,80,59,77,54,63,95,economist,410000
8756,94,55,79,68,99,51,robotics engineer,970000
8757,81,76,70,58,78,75,logistics manager,600000
8758,99,71,74,99,80,72,robotics engineer,960000
8759,84,65,63,68,93,59,developer,280000
8760,70,74,97,62,58,84,data scientist,860000
8761,91,97,99,58,85,51,finance director,1440000
8762,52,94,92,88,68,84,junior developer,140000
8763,75,57,75,54,81,81,finance director,1050000
8764,78,77,80,78,70,95,data scientist,890000
8765,81,75,87,62,80,73,senior developer,510000
8766,95,69,70,73,73,92,data scientist,670000
8767,54,84,64,66,68,83,senior developer,500000
8768,97,61,92,86,69,78,logistics manager,660000
8769,74,59,61,99,62,92,developer,280000
8770,83,52,88,77,89,82,robotics engineer,820000
8771,61,84,60,76,87,91,junior developer,140000
8772,70,61,70,52,57,68,junior developer,150000
8773,80,67,69,51,62,95,data scientist,830000
8774,99,82,79,75,55,57,data scientist,790000
8775,98,53,52,66,59,66,robotics engineer,700000
8776,98,98,92,82,96,62,data scientist,880000
8777,53,51,95,97,69,61,senior developer,540000
8778,54,58,64,81,54,79,junior developer,120000
8779,86,96,85,93,70,90,logistics manager,590000
8780,94,68,83,55,80,89,finance director,1270000
8781,97,73,68,61,97,81,economist,400000
8782,64,89,81,78,64,51,senior developer,530000
8783,67,63,80,95,98,94,robotics engineer,870000
8784,89,85,86,64,86,78,developer,330000
8785,54,73,80,93,93,53,junior developer,120000
8786,75,83,74,90,98,94,junior developer,180000
8787,81,67,72,80,67,60,finance director,1110000
8788,90,67,57,73,78,65,developer,340000
8789,82,62,65,94,75,96,junior developer,150000
8790,51,55,51,58,95,69,data scientist,530000
8791,62,62,76,51,61,97,senior developer,510000
8792,83,76,89,58,84,77,data scientist,920000
8793,63,64,91,89,74,73,senior developer,530000
8794,71,99,63,91,63,77,finance director,1270000
8795,99,91,99,62,73,85,logistics manager,710000
8796,72,80,78,69,58,84,data scientist,760000
8797,72,65,81,83,73,97,logistics manager,590000
8798,95,97,96,81,70,63,junior developer,190000
8799,76,70,60,85,94,89,data scientist,820000
8800,64,67,55,76,73,71,economist,310000
8801,58,77,76,70,60,58,economist,310000
8802,51,59,82,97,85,72,data scientist,680000
8803,82,93,53,82,58,80,developer,340000
8804,64,83,87,55,99,59,economist,370000
8805,58,50,62,85,71,82,logistics manager,510000
8806,83,74,70,96,90,58,logistics manager,620000
8807,55,57,75,80,54,90,junior developer,120000
8808,77,94,88,62,74,70,robotics engineer,1030000
8809,53,63,85,88,61,72,developer,270000
8810,77,89,69,64,79,79,senior developer,620000
8811,80,56,89,80,53,98,junior developer,130000
8812,75,98,50,62,98,83,economist,490000
8813,65,61,56,71,88,83,developer,230000
8814,72,56,58,92,55,83,economist,400000
8815,87,53,70,82,75,96,logistics manager,500000
8816,55,95,61,84,57,71,junior developer,140000
8817,98,81,61,50,98,57,data scientist,800000
8818,53,89,89,86,84,60,logistics manager,570000
8819,97,97,83,52,96,96,senior developer,560000
8820,72,99,59,50,94,99,senior developer,640000
8821,97,75,99,83,58,65,developer,360000
8822,72,99,68,56,73,57,robotics engineer,880000
8823,65,96,82,88,93,91,logistics manager,660000
8824,53,94,88,86,88,81,economist,430000
8825,97,93,98,99,67,96,robotics engineer,1190000
8826,89,65,75,60,85,86,robotics engineer,910000
8827,55,58,77,63,93,50,data scientist,640000
8828,83,60,74,58,92,53,finance director,1130000
8829,95,72,63,53,66,99,junior developer,180000
8830,94,83,74,75,81,96,data scientist,900000
8831,82,97,66,50,91,87,junior developer,160000
8832,67,69,87,85,82,53,finance director,1010000
8833,65,55,80,80,75,91,developer,240000
8834,62,85,99,81,69,61,finance director,1180000
8835,75,65,91,94,55,98,senior developer,620000
8836,97,84,53,76,95,72,economist,460000
8837,92,60,73,88,92,51,economist,380000
8838,67,94,69,54,67,97,senior developer,590000
8839,59,81,74,81,56,73,finance director,1260000
8840,52,65,85,94,54,94,developer,230000
8841,97,87,84,60,78,70,finance director,1260000
8842,92,52,94,90,94,67,finance director,1340000
8843,82,96,82,50,67,85,economist,390000
8844,81,59,78,83,66,76,logistics manager,490000
8845,63,66,73,81,98,73,data scientist,610000
8846,82,77,83,69,60,61,junior developer,170000
8847,77,54,80,51,70,85,data scientist,590000
8848,80,60,99,91,90,81,developer,310000
8849,83,51,94,98,89,77,developer,230000
8850,78,78,63,95,84,95,logistics manager,660000
8851,63,63,95,84,89,55,junior developer,150000
8852,73,71,98,55,52,53,finance director,1140000
8853,52,91,82,91,71,90,developer,370000
8854,53,58,76,54,62,64,economist,340000
8855,71,68,93,93,50,86,developer,250000
8856,81,79,55,58,67,70,robotics engineer,830000
8857,59,79,69,71,63,99,finance director,1290000
8858,76,62,64,54,92,54,junior developer,130000
8859,93,82,70,82,62,80,data scientist,950000
8860,91,84,53,60,83,91,developer,360000
8861,63,64,93,99,91,51,finance director,1120000
8862,88,91,81,96,96,76,economist,430000
8863,53,53,91,93,64,76,junior developer,120000
8864,98,53,66,98,92,84,senior developer,560000
8865,92,96,79,59,81,94,economist,470000
8866,63,84,71,61,75,77,senior developer,530000
8867,59,89,86,66,68,83,developer,300000
8868,62,73,88,58,93,81,data scientist,710000
8869,77,90,51,77,76,94,junior developer,160000
8870,87,55,99,99,60,75,senior developer,520000
8871,77,53,96,99,93,56,robotics engineer,920000
8872,81,90,65,89,55,59,economist,360000
8873,68,81,57,64,82,89,logistics manager,460000
8874,84,92,63,97,95,91,robotics engineer,1040000
8875,98,93,71,52,89,95,junior developer,230000
8876,64,94,54,93,72,97,finance director,1190000
8877,55,86,60,83,71,95,junior developer,160000
8878,87,53,57,95,71,77,economist,410000
8879,86,50,96,67,89,88,economist,450000
8880,53,54,62,92,66,84,senior developer,440000
8881,85,78,63,61,60,69,economist,400000
8882,84,82,70,97,91,79,finance director,1360000
8883,94,75,79,80,54,81,logistics manager,600000
8884,96,83,76,80,73,91,developer,410000
8885,55,88,83,90,86,54,junior developer,160000
8886,74,97,62,83,53,67,economist,380000
8887,94,74,59,89,53,76,logistics manager,610000
8888,71,78,94,80,57,97,finance director,1510000
8889,50,59,58,65,50,92,senior developer,470000
8890,97,93,89,74,61,84,robotics engineer,1040000
8891,94,72,74,77,70,52,data scientist,740000
8892,81,96,52,93,85,52,logistics manager,630000
8893,58,84,75,94,72,95,logistics manager,640000
8894,95,73,64,97,63,57,data scientist,700000
8895,78,89,56,71,56,87,data scientist,790000
8896,53,64,57,61,97,93,data scientist,640000
8897,60,52,64,50,82,73,senior developer,420000
8898,74,71,52,91,77,56,robotics engineer,1060000
8899,72,95,56,80,95,91,junior developer,200000
8900,77,78,97,55,80,98,developer,290000
8901,88,99,98,85,50,95,data scientist,1140000
8902,59,54,74,93,56,91,economist,310000
8903,56,89,69,61,91,53,data scientist,910000
8904,78,78,90,67,75,76,finance director,1220000
8905,61,81,98,58,68,99,finance director,1480000
8906,74,78,67,97,78,82,robotics engineer,1150000
8907,98,80,60,51,68,62,senior developer,580000
8908,86,63,97,97,97,72,finance director,1120000
8909,75,98,96,61,56,74,economist,360000
8910,54,76,51,92,52,92,logistics manager,430000
8911,88,52,55,64,65,55,junior developer,130000
8912,73,71,85,68,58,90,logistics manager,550000
8913,79,58,77,62,94,95,developer,260000
8914,99,91,78,79,79,66,finance director,1280000
8915,54,67,82,54,95,62,junior developer,120000
8916,89,87,90,60,97,98,economist,520000
8917,55,59,61,99,89,60,finance director,1040000
8918,85,68,92,65,87,54,robotics engineer,920000
8919,78,78,90,53,69,71,finance director,1310000
8920,51,50,88,63,61,65,junior developer,100000
8921,69,55,78,82,66,99,finance director,1290000
8922,95,64,80,83,91,54,senior developer,600000
8923,72,53,62,61,72,58,logistics manager,520000
8924,57,80,91,56,70,60,logistics manager,500000
8925,80,84,94,91,56,66,data scientist,890000
8926,77,98,78,91,84,55,data scientist,920000
8927,74,78,76,74,65,80,finance director,1030000
8928,88,55,70,88,86,60,senior developer,560000
8929,61,86,56,57,77,77,finance director,1170000
8930,89,91,70,51,83,53,data scientist,990000
8931,71,76,78,59,86,59,senior developer,510000
8932,51,68,52,86,61,72,senior developer,550000
8933,87,71,60,94,57,63,finance director,950000
8934,93,66,61,93,50,59,logistics manager,600000
8935,84,55,66,88,50,55,junior developer,130000
8936,50,95,64,60,86,80,developer,320000
8937,91,83,83,91,84,63,senior developer,560000
8938,99,70,58,97,92,56,junior developer,190000
8939,78,78,74,83,58,57,senior developer,550000
8940,70,86,52,75,67,68,junior developer,170000
8941,73,90,69,79,75,81,finance director,1160000
8942,89,85,79,74,78,75,economist,440000
8943,70,83,62,96,75,74,logistics manager,600000
8944,88,51,54,71,61,57,robotics engineer,780000
8945,62,81,73,50,66,72,logistics manager,440000
8946,57,61,83,91,56,52,robotics engineer,1010000
8947,84,51,98,81,78,73,developer,260000
8948,58,68,81,51,75,68,junior developer,150000
8949,74,90,65,74,79,56,developer,400000
8950,85,85,66,97,87,76,finance director,1240000
8951,75,73,95,70,83,98,economist,430000
8952,52,96,93,59,93,81,finance director,1370000
8953,55,66,91,96,71,55,developer,250000
8954,68,92,86,97,53,75,finance director,1300000
8955,81,81,86,94,71,61,senior developer,650000
8956,65,99,87,62,60,64,robotics engineer,940000
8957,60,91,93,71,69,91,robotics engineer,1100000
8958,61,61,59,76,64,55,junior developer,110000
8959,97,97,96,87,91,50,data scientist,1050000
8960,67,69,55,51,61,89,junior developer,130000
8961,91,50,80,68,90,57,robotics engineer,880000
8962,77,76,87,86,57,76,economist,390000
8963,86,88,53,51,57,79,developer,380000
8964,93,85,83,69,79,63,data scientist,800000
8965,90,77,50,64,67,74,logistics manager,460000
8966,81,81,81,88,99,80,developer,340000
8967,90,56,52,64,66,59,finance director,980000
8968,55,51,62,68,81,86,logistics manager,400000
8969,52,91,88,70,60,91,logistics manager,500000
8970,83,88,67,61,55,96,senior developer,590000
